"ref_area.label","indicator.label","source.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2013",5.605,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2013",8.228,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2012",5.88,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2012",4.771,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2012",7.285,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2011",3.81,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2011",3.197,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2011",4.581,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2010",4.771,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2010",3.739,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2010",6.087,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2009",3.987,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2009",3.148,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2009",5.03,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2008",4.945,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2008",4.445,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2008",5.602,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2007",4.402,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2007",3.729,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Austria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2007",5.301,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Burundi","Informal employment rate by sex (%)","HIES - Living Standards Survey","Sex: Total","2014",98.305,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burundi","Informal employment rate by sex (%)","HIES - Living Standards Survey","Sex: Male","2014",97.395,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burundi","Informal employment rate by sex (%)","HIES - Living Standards Survey","Sex: Female","2014",99.054,,,"Repository: ILO-STATISTICS - Micro data processing"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2022",2.918,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2022",3.326,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2022",2.473,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2021",3.253,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2021",3.482,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2021",3.003,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2020",3.17,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2020",3.286,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2020",3.045,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2019",3.887,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2019",3.741,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2019",4.047,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2018",5.328,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2018",5.068,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2018",5.623,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2017",4.974,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2017",4.721,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2017",5.261,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2016",3.969,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2016",3.061,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2016",5.009,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2015",4.107,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2015",3.885,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2015",4.361,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2014",6.286,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2014",5.814,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2014",6.811,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2013",5.884,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2013",5.581,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2013",6.219,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2012",5.709,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2012",5.698,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2012",5.721,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2011",6.065,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2011",6.222,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2011",5.884,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2010",4.861,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2010",4.315,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2010",5.504,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2009",5.483,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2009",4.953,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2009",6.125,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2008",4.342,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2008",3.939,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2008",4.838,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2007",7.091,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2007",6.925,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Belgium","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2007",7.296,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Benin","Informal employment rate by sex (%)","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Sex: Total","2018",96.872,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","Informal employment rate by sex (%)","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Sex: Male","2018",95.259,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","Informal employment rate by sex (%)","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Sex: Female","2018",98.621,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","Informal employment rate by sex (%)","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Sex: Total","2011",96.823,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","Informal employment rate by sex (%)","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Sex: Male","2011",95.063,,,"Repository: ILO-STATISTICS - Micro data processing"
"Benin","Informal employment rate by sex (%)","HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions","Sex: Female","2011",98.471,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Total","2023",95.155,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Male","2023",92.927,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Female","2023",97.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Total","2022",95.155,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Male","2022",92.927,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Female","2022",97.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Total","2018",95.664,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Male","2018",93.83,,,"Repository: ILO-STATISTICS - Micro data processing"
"Burkina Faso","Informal employment rate by sex (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","Sex: Female","2018",97.859,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2022",82.048,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2022",78.476,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2022",93.953,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Other","2022",100,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2017",94.704,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2017",93.877,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2017",96.574,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2013",89.425,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2013",87.665,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2013",93.731,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2010",87.809,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2010",85.906,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bangladesh","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2010",92.258,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2022",6.169,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2022",6.212,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2022",6.121,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2021",6.81,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2021",6.819,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2021",6.799,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2020",7.539,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2020",7.967,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2020",7.038,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2019",5.763,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2019",5.782,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2019",5.741,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2018",7.166,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2018",8.232,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2018",5.949,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2017",9.927,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2017",11.062,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2017",8.663,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2016",13.383,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2016",13.753,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2016",12.963,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2015",9.832,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2015",10.535,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2015",9.046,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2014",22.186,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2014",22.848,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2014",21.472,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2013",10.249,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2013",10.739,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2013",9.712,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2012",9.301,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2012",10.723,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2012",7.7,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2011",16.363,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2011",19.15,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2011",13.292,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2010",16.48,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2010",18.273,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2010",14.398,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2009",13.98,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2009",16.087,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2009",11.505,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2008",16.959,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2008",17.859,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2008",15.884,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Bulgaria","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2007",17.218,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
